,PGCname,T,category_label,category_label_name
3078,PGC0048202,3,2,spiral
3079,PGC0048207,2,2,spiral
3080,PGC0048212,10,3,irregular
3081,PGC0048217,4,2,spiral
3082,PGC0048246,8,2,spiral
3083,PGC0048251,6,2,spiral
3084,PGC0048259,9,2,spiral
3085,PGC0048270,4,2,spiral
3086,PGC0048273,3,2,spiral
3087,PGC0048277,-4,0,elliptical
3088,PGC0048285,2,2,spiral
3089,PGC0048291,7,2,spiral
3090,PGC0048294,6,2,spiral
3091,PGC0048318,10,3,irregular
3092,PGC0048327,4,2,spiral
3093,PGC0048330,4,2,spiral
3094,PGC0048338,3,2,spiral
3095,PGC0048358,3,2,spiral
3096,PGC0048366,5,2,spiral
3097,PGC0048388,10,3,irregular
3098,PGC0048392,6,2,spiral
3099,PGC0048393,2,2,spiral
3100,PGC0048421,5,2,spiral
3101,PGC0048441,8,2,spiral
3102,PGC0048453,7,2,spiral
3103,PGC0048465,9,2,spiral
3104,PGC0048468,-5,0,elliptical
3105,PGC0048473,3,2,spiral
3106,PGC0048482,3,2,spiral
3107,PGC0048497,10,3,irregular
3108,PGC0048521,-2,1,lenticular
3109,PGC0048525,8,2,spiral
3110,PGC0048527,3,2,spiral
3111,PGC0048534,7,2,spiral
3112,PGC0048542,6,2,spiral
3113,PGC0048557,10,3,irregular
3114,PGC0048558,4,2,spiral
3115,PGC0048597,4,2,spiral
3116,PGC0048675,-3,1,lenticular
3117,PGC0048684,2,2,spiral
3118,PGC0048688,-5,0,elliptical
3119,PGC0048693,6,2,spiral
3120,PGC0048756,5,2,spiral
3121,PGC0048767,2,2,spiral
3122,PGC0048777,4,2,spiral
3123,PGC0048784,-3,1,lenticular
3124,PGC0048801,4,2,spiral
3125,PGC0048811,11,4,dwarf_elliptical
3126,PGC0048815,4,2,spiral
3127,PGC0048816,3,2,spiral
3128,PGC0048823,10,3,irregular
3129,PGC0048860,-2,1,lenticular
3130,PGC0048862,6,2,spiral
3131,PGC0048869,6,2,spiral
3132,PGC0048884,0,2,spiral
3133,PGC0048897,8,2,spiral
3134,PGC0048930,4,2,spiral
3135,PGC0048947,0,2,spiral
3136,PGC0048952,0,2,spiral
3137,PGC0048959,6,2,spiral
3138,PGC0048989,9,2,spiral
3139,PGC0049011,-1,1,lenticular
3140,PGC0049030,9,2,spiral
3141,PGC0049044,-5,0,elliptical
3142,PGC0049049,-4,0,elliptical
3143,PGC0049062,9,2,spiral
3144,PGC0049067,1,2,spiral
3145,PGC0049069,3,2,spiral
3146,PGC0049092,10,3,irregular
3147,PGC0049112,4,2,spiral
3148,PGC0049138,0,2,spiral
3149,PGC0049139,-2,1,lenticular
3150,PGC0049141,-5,0,elliptical
3151,PGC0049145,6,2,spiral
3152,PGC0049146,4,2,spiral
3153,PGC0049157,0,2,spiral
3154,PGC0049158,10,3,irregular
3155,PGC0049174,3,2,spiral
3156,PGC0049192,-2,1,lenticular
3157,PGC0049204,1,2,spiral
3158,PGC0049227,-4,0,elliptical
3159,PGC0049234,4,2,spiral
3160,PGC0049244,1,2,spiral
3161,PGC0049248,-5,0,elliptical
3162,PGC0049250,6,2,spiral
3163,PGC0049264,3,2,spiral
3164,PGC0049281,-2,1,lenticular
3165,PGC0049287,-2,1,lenticular
3166,PGC0049289,-5,0,elliptical
3167,PGC0049294,9,2,spiral
3168,PGC0049299,9,2,spiral
3169,PGC0049301,7,2,spiral
3170,PGC0049303,4,2,spiral
3171,PGC0049306,3,2,spiral
3172,PGC0049308,7,2,spiral
3173,PGC0049310,2,2,spiral
3174,PGC0049322,8,2,spiral
3175,PGC0049333,6,2,spiral
3176,PGC0049335,7,2,spiral
3177,PGC0049336,3,2,spiral
3178,PGC0049337,4,2,spiral
3179,PGC0049342,3,2,spiral
3180,PGC0049343,11,4,dwarf_elliptical
3181,PGC0049347,5,2,spiral
3182,PGC0049353,11,4,dwarf_elliptical
3183,PGC0049359,3,2,spiral
3184,PGC0049362,6,2,spiral
3185,PGC0049370,-5,0,elliptical
3186,PGC0049373,4,2,spiral
3187,PGC0049380,0,2,spiral
3188,PGC0049389,-3,1,lenticular
3189,PGC0049391,6,2,spiral
3190,PGC0049399,7,2,spiral
3191,PGC0049408,0,2,spiral
3192,PGC0049411,5,2,spiral
3193,PGC0049415,1,2,spiral
3194,PGC0049422,3,2,spiral
3195,PGC0049431,3,2,spiral
3196,PGC0049434,3,2,spiral
3197,PGC0049448,10,3,irregular
3198,PGC0049452,10,3,irregular
3199,PGC0049464,4,2,spiral
3200,PGC0049468,4,2,spiral
3201,PGC0049489,3,2,spiral
3202,PGC0049508,0,2,spiral
3203,PGC0049512,8,2,spiral
3204,PGC0049519,9,2,spiral
3205,PGC0049529,-2,1,lenticular
3206,PGC0049533,6,2,spiral
3207,PGC0049540,5,2,spiral
3208,PGC0049542,4,2,spiral
3209,PGC0049548,0,2,spiral
3210,PGC0049555,5,2,spiral
3211,PGC0049563,0,2,spiral
3212,PGC0049569,3,2,spiral
3213,PGC0049571,11,4,dwarf_elliptical
3214,PGC0049579,8,2,spiral
3215,PGC0049598,1,2,spiral
3216,PGC0049604,4,2,spiral
3217,PGC0049605,-2,1,lenticular
3218,PGC0049608,-2,1,lenticular
3219,PGC0049618,3,2,spiral
3220,PGC0049624,8,2,spiral
3221,PGC0049634,5,2,spiral
3222,PGC0049640,7,2,spiral
3223,PGC0049641,8,2,spiral
3224,PGC0049650,3,2,spiral
3225,PGC0049654,8,2,spiral
3226,PGC0049657,6,2,spiral
3227,PGC0049663,10,3,irregular
3228,PGC0049672,3,2,spiral
3229,PGC0049677,-5,0,elliptical
3230,PGC0049704,11,4,dwarf_elliptical
3231,PGC0049707,0,2,spiral
3232,PGC0049709,7,2,spiral
3233,PGC0049711,-1,1,lenticular
3234,PGC0049719,3,2,spiral
3235,PGC0049724,5,2,spiral
3236,PGC0049739,3,2,spiral
3237,PGC0049741,7,2,spiral
3238,PGC0049747,3,2,spiral
3239,PGC0049752,7,2,spiral
3240,PGC0049758,6,2,spiral
3241,PGC0049791,7,2,spiral
3242,PGC0049792,-1,1,lenticular
3243,PGC0049798,7,2,spiral
3244,PGC0049806,6,2,spiral
3245,PGC0049810,-2,1,lenticular
3246,PGC0049814,10,3,irregular
3247,PGC0049820,3,2,spiral
3248,PGC0049835,0,2,spiral
3249,PGC0049841,0,2,spiral
3250,PGC0049846,7,2,spiral
3251,PGC0049847,3,2,spiral
3252,PGC0049869,-4,0,elliptical
3253,PGC0049874,-1,1,lenticular
3254,PGC0049881,3,2,spiral
3255,PGC0049882,7,2,spiral
3256,PGC0049889,6,2,spiral
3257,PGC0049894,9,2,spiral
3258,PGC0049896,10,3,irregular
3259,PGC0049925,6,2,spiral
3260,PGC0049956,-1,1,lenticular
3261,PGC0049967,-2,1,lenticular
3262,PGC0049978,3,2,spiral
3263,PGC0049991,4,2,spiral
3264,PGC0049993,1,2,spiral
3265,PGC0049995,1,2,spiral
3266,PGC0050010,-2,1,lenticular
3267,PGC0050012,3,2,spiral
3268,PGC0050018,9,2,spiral
3269,PGC0050028,-5,0,elliptical
3270,PGC0050030,7,2,spiral
3271,PGC0050031,2,2,spiral
3272,PGC0050035,-1,1,lenticular
3273,PGC0050042,1,2,spiral
3274,PGC0050060,8,2,spiral
3275,PGC0050063,5,2,spiral
3276,PGC0050069,7,2,spiral
3277,PGC0050080,-5,0,elliptical
3278,PGC0050089,8,2,spiral
3279,PGC0050090,-1,1,lenticular
3280,PGC0050097,3,2,spiral
3281,PGC0050123,-3,1,lenticular
3282,PGC0050126,6,2,spiral
3283,PGC0050130,4,2,spiral
3284,PGC0050139,1,2,spiral
3285,PGC0050144,11,4,dwarf_elliptical
3286,PGC0050167,7,2,spiral
3287,PGC0050180,8,2,spiral
3288,PGC0050181,6,2,spiral
3289,PGC0050190,6,2,spiral
3290,PGC0050191,-1,1,lenticular
3291,PGC0050192,-5,0,elliptical
3292,PGC0050194,8,2,spiral
3293,PGC0050203,2,2,spiral
3294,PGC0050204,4,2,spiral
3295,PGC0050215,-5,0,elliptical
3296,PGC0050216,9,2,spiral
3297,PGC0050218,6,2,spiral
3298,PGC0050221,8,2,spiral
3299,PGC0050229,8,2,spiral
3300,PGC0050231,-2,1,lenticular
3301,PGC0050232,8,2,spiral
3302,PGC0050251,0,2,spiral
3303,PGC0050262,10,3,irregular
3304,PGC0050306,6,2,spiral
3305,PGC0050312,4,2,spiral
3306,PGC0050317,5,2,spiral
3307,PGC0050318,8,2,spiral
3308,PGC0050331,-5,0,elliptical
3309,PGC0050338,11,4,dwarf_elliptical
3310,PGC0050341,8,2,spiral
3311,PGC0050351,4,2,spiral
3312,PGC0050355,4,2,spiral
3313,PGC0050369,-1,1,lenticular
3314,PGC0050383,9,2,spiral
3315,PGC0050398,4,2,spiral
3316,PGC0050412,3,2,spiral
3317,PGC0050430,4,2,spiral
3318,PGC0050436,4,2,spiral
3319,PGC0050437,8,2,spiral
3320,PGC0050443,4,2,spiral
3321,PGC0050457,8,2,spiral
3322,PGC0050464,3,2,spiral
3323,PGC0050472,8,2,spiral
3324,PGC0050479,-2,1,lenticular
3325,PGC0050485,6,2,spiral
3326,PGC0050581,7,2,spiral
3327,PGC0050582,6,2,spiral
3328,PGC0050586,8,2,spiral
3329,PGC0050587,6,2,spiral
3330,PGC0050588,-5,0,elliptical
3331,PGC0050590,9,2,spiral
3332,PGC0050610,5,2,spiral
3333,PGC0050611,6,2,spiral
3334,PGC0050629,5,2,spiral
3335,PGC0050639,0,2,spiral
3336,PGC0050664,8,2,spiral
3337,PGC0050674,8,2,spiral
3338,PGC0050676,6,2,spiral
3339,PGC0050690,-5,0,elliptical
3340,PGC0050693,0,2,spiral
3341,PGC0050709,5,2,spiral
3342,PGC0050722,7,2,spiral
3343,PGC0050724,-2,1,lenticular
3344,PGC0050728,3,2,spiral
3345,PGC0050741,4,2,spiral
3346,PGC0050745,3,2,spiral
3347,PGC0050750,3,2,spiral
3348,PGC0050758,1,2,spiral
3349,PGC0050782,0,2,spiral
3350,PGC0050784,4,2,spiral
3351,PGC0050786,-2,1,lenticular
3352,PGC0050832,5,2,spiral
3353,PGC0050838,5,2,spiral
3354,PGC0050840,4,2,spiral
3355,PGC0050865,4,2,spiral
3356,PGC0050891,-2,1,lenticular
3357,PGC0050895,5,2,spiral
3358,PGC0050897,4,2,spiral
3359,PGC0050902,9,2,spiral
3360,PGC0050908,6,2,spiral
3361,PGC0050909,2,2,spiral
3362,PGC0050918,5,2,spiral
3363,PGC0050942,3,2,spiral
3364,PGC0050946,0,2,spiral
3365,PGC0050954,9,2,spiral
3366,PGC0050972,6,2,spiral
3367,PGC0050973,2,2,spiral
3368,PGC0050986,1,2,spiral
3369,PGC0050990,8,2,spiral
3370,PGC0050994,6,2,spiral
3371,PGC0051006,-5,0,elliptical
3372,PGC0051008,10,3,irregular
3373,PGC0051012,6,2,spiral
3374,PGC0051018,0,2,spiral
3375,PGC0051023,4,2,spiral
3376,PGC0051026,7,2,spiral
3377,PGC0051036,7,2,spiral
3378,PGC0051044,5,2,spiral
3379,PGC0051074,0,2,spiral
3380,PGC0051084,-5,0,elliptical
3381,PGC0051090,6,2,spiral
3382,PGC0051094,4,2,spiral
3383,PGC0051095,-2,1,lenticular
3384,PGC0051100,4,2,spiral
3385,PGC0051104,-1,1,lenticular
3386,PGC0051105,-2,1,lenticular
3387,PGC0051113,6,2,spiral
3388,PGC0051128,6,2,spiral
3389,PGC0051130,4,2,spiral
3390,PGC0051155,3,2,spiral
3391,PGC0051196,5,2,spiral
3392,PGC0051207,7,2,spiral
3393,PGC0051210,9,2,spiral
3394,PGC0051223,5,2,spiral
3395,PGC0051233,1,2,spiral
3396,PGC0051236,7,2,spiral
3397,PGC0051237,6,2,spiral
3398,PGC0051241,9,2,spiral
3399,PGC0051251,-2,1,lenticular
3400,PGC0051256,9,2,spiral
3401,PGC0051264,6,2,spiral
3402,PGC0051270,-1,1,lenticular
3403,PGC0051272,-5,0,elliptical
3404,PGC0051275,-5,0,elliptical
3405,PGC0051281,10,3,irregular
3406,PGC0051286,5,2,spiral
3407,PGC0051300,1,2,spiral
3408,PGC0051302,3,2,spiral
3409,PGC0051303,3,2,spiral
3410,PGC0051312,-5,0,elliptical
3411,PGC0051319,4,2,spiral
3412,PGC0051332,1,2,spiral
3413,PGC0051340,-2,1,lenticular
3414,PGC0051344,6,2,spiral
3415,PGC0051354,-5,0,elliptical
3416,PGC0051355,-2,1,lenticular
3417,PGC0051358,10,3,irregular
3418,PGC0051368,5,2,spiral
3419,PGC0051371,3,2,spiral
3420,PGC0051372,6,2,spiral
3421,PGC0051382,-5,0,elliptical
3422,PGC0051396,9,2,spiral
3423,PGC0051400,6,2,spiral
3424,PGC0051417,-5,0,elliptical
3425,PGC0051423,4,2,spiral
3426,PGC0051426,6,2,spiral
3427,PGC0051431,-2,1,lenticular
3428,PGC0051433,0,2,spiral
3429,PGC0051439,2,2,spiral
3430,PGC0051448,3,2,spiral
3431,PGC0051449,9,2,spiral
3432,PGC0051450,3,2,spiral
3433,PGC0051455,9,2,spiral
3434,PGC0051462,2,2,spiral
3435,PGC0051470,2,2,spiral
3436,PGC0051471,3,2,spiral
3437,PGC0051472,10,3,irregular
3438,PGC0051477,7,2,spiral
3439,PGC0051483,5,2,spiral
3440,PGC0051498,3,2,spiral
3441,PGC0051503,7,2,spiral
3442,PGC0051509,7,2,spiral
3443,PGC0051511,8,2,spiral
3444,PGC0051537,2,2,spiral
3445,PGC0051541,5,2,spiral
3446,PGC0051561,8,2,spiral
3447,PGC0051564,-1,1,lenticular
3448,PGC0051589,4,2,spiral
3449,PGC0051598,-3,1,lenticular
3450,PGC0051599,7,2,spiral
3451,PGC0051603,4,2,spiral
3452,PGC0051604,10,3,irregular
3453,PGC0051610,3,2,spiral
3454,PGC0051612,2,2,spiral
3455,PGC0051620,3,2,spiral
3456,PGC0051621,9,2,spiral
3457,PGC0051622,4,2,spiral
3458,PGC0051631,9,2,spiral
3459,PGC0051635,6,2,spiral
3460,PGC0051638,7,2,spiral
3461,PGC0051645,7,2,spiral
3462,PGC0051650,4,2,spiral
3463,PGC0051664,9,2,spiral
3464,PGC0051665,9,2,spiral
3465,PGC0051668,-2,1,lenticular
3466,PGC0051681,-3,1,lenticular
3467,PGC0051685,7,2,spiral
3468,PGC0051695,-1,1,lenticular
3469,PGC0051703,-1,1,lenticular
3470,PGC0051705,-5,0,elliptical
3471,PGC0051713,6,2,spiral
3472,PGC0051725,0,2,spiral
3473,PGC0051728,-2,1,lenticular
3474,PGC0051730,6,2,spiral
3475,PGC0051733,4,2,spiral
3476,PGC0051735,-2,1,lenticular
3477,PGC0051741,8,2,spiral
3478,PGC0051747,8,2,spiral
3479,PGC0051751,-5,0,elliptical
3480,PGC0051754,0,2,spiral
3481,PGC0051758,1,2,spiral
3482,PGC0051779,4,2,spiral
3483,PGC0051780,9,2,spiral
3484,PGC0051782,8,2,spiral
3485,PGC0051784,4,2,spiral
3486,PGC0051785,1,2,spiral
3487,PGC0051787,-5,0,elliptical
3488,PGC0051795,6,2,spiral
3489,PGC0051798,8,2,spiral
3490,PGC0051803,9,2,spiral
3491,PGC0051809,8,2,spiral
3492,PGC0051814,3,2,spiral
3493,PGC0051819,7,2,spiral
3494,PGC0051829,4,2,spiral
3495,PGC0051830,9,2,spiral
3496,PGC0051831,3,2,spiral
3497,PGC0051834,-5,0,elliptical
3498,PGC0051838,1,2,spiral
3499,PGC0051843,-2,1,lenticular
3500,PGC0051846,6,2,spiral
3501,PGC0051850,3,2,spiral
3502,PGC0051857,6,2,spiral
3503,PGC0051864,9,2,spiral
3504,PGC0051865,5,2,spiral
3505,PGC0051875,3,2,spiral
3506,PGC0051878,5,2,spiral
3507,PGC0051895,3,2,spiral
3508,PGC0051901,5,2,spiral
3509,PGC0051909,7,2,spiral
3510,PGC0051921,5,2,spiral
3511,PGC0051932,3,2,spiral
3512,PGC0051953,5,2,spiral
3513,PGC0051955,2,2,spiral
3514,PGC0051957,8,2,spiral
3515,PGC0051958,7,2,spiral
3516,PGC0051964,9,2,spiral
3517,PGC0051973,6,2,spiral
3518,PGC0051978,3,2,spiral
3519,PGC0052006,7,2,spiral
3520,PGC0052010,0,2,spiral
3521,PGC0052011,5,2,spiral
3522,PGC0052016,9,2,spiral
3523,PGC0052018,7,2,spiral
3524,PGC0052023,6,2,spiral
3525,PGC0052027,4,2,spiral
3526,PGC0052042,3,2,spiral
3527,PGC0052044,3,2,spiral
3528,PGC0052051,6,2,spiral
3529,PGC0052088,8,2,spiral
3530,PGC0052091,9,2,spiral
3531,PGC0052092,10,3,irregular
3532,PGC0052107,7,2,spiral
3533,PGC0052114,0,2,spiral
3534,PGC0052115,2,2,spiral
3535,PGC0052116,-5,0,elliptical
3536,PGC0052131,1,2,spiral
3537,PGC0052132,4,2,spiral
3538,PGC0052137,0,2,spiral
3539,PGC0052141,9,2,spiral
3540,PGC0052142,9,2,spiral
3541,PGC0052153,7,2,spiral
3542,PGC0052154,0,2,spiral
3543,PGC0052159,7,2,spiral
3544,PGC0052160,1,2,spiral
3545,PGC0052167,9,2,spiral
3546,PGC0052171,3,2,spiral
3547,PGC0052173,-5,0,elliptical
3548,PGC0052178,10,3,irregular
3549,PGC0052179,-5,0,elliptical
3550,PGC0052192,-5,0,elliptical
3551,PGC0052194,8,2,spiral
3552,PGC0052199,-5,0,elliptical
3553,PGC0052235,2,2,spiral
3554,PGC0052247,6,2,spiral
3555,PGC0052248,6,2,spiral
3556,PGC0052251,4,2,spiral
3557,PGC0052254,5,2,spiral
3558,PGC0052263,8,2,spiral
3559,PGC0052264,1,2,spiral
3560,PGC0052266,-2,1,lenticular
3561,PGC0052273,3,2,spiral
3562,PGC0052291,3,2,spiral
3563,PGC0052307,6,2,spiral
3564,PGC0052315,9,2,spiral
3565,PGC0052328,4,2,spiral
3566,PGC0052338,5,2,spiral
3567,PGC0052340,-1,1,lenticular
3568,PGC0052343,4,2,spiral
3569,PGC0052344,5,2,spiral
3570,PGC0052349,-3,1,lenticular
3571,PGC0052356,9,2,spiral
3572,PGC0052359,8,2,spiral
3573,PGC0052364,8,2,spiral
3574,PGC0052365,0,2,spiral
3575,PGC0052379,2,2,spiral
3576,PGC0052383,8,2,spiral
3577,PGC0052390,7,2,spiral
3578,PGC0052395,7,2,spiral
3579,PGC0052396,6,2,spiral
3580,PGC0052412,3,2,spiral
3581,PGC0052416,0,2,spiral
3582,PGC0052421,4,2,spiral
3583,PGC0052424,7,2,spiral
3584,PGC0052429,-2,1,lenticular
3585,PGC0052433,-2,1,lenticular
3586,PGC0052438,4,2,spiral
3587,PGC0052441,-2,1,lenticular
3588,PGC0052453,0,2,spiral
3589,PGC0052455,1,2,spiral
3590,PGC0052456,9,2,spiral
3591,PGC0052466,9,2,spiral
3592,PGC0052476,5,2,spiral
3593,PGC0052478,-1,1,lenticular
3594,PGC0052488,5,2,spiral
3595,PGC0052491,9,2,spiral
3596,PGC0052495,9,2,spiral
3597,PGC0052499,6,2,spiral
3598,PGC0052500,8,2,spiral
3599,PGC0052504,6,2,spiral
3600,PGC0052527,1,2,spiral
3601,PGC0052531,0,2,spiral
3602,PGC0052532,5,2,spiral
3603,PGC0052535,4,2,spiral
3604,PGC0052550,9,2,spiral
3605,PGC0052558,8,2,spiral
3606,PGC0052602,6,2,spiral
3607,PGC0052607,6,2,spiral
3608,PGC0052608,6,2,spiral
3609,PGC0052614,-2,1,lenticular
3610,PGC0052625,1,2,spiral
3611,PGC0052641,3,2,spiral
3612,PGC0052654,2,2,spiral
3613,PGC0052665,1,2,spiral
3614,PGC0052686,3,2,spiral
3615,PGC0052689,10,3,irregular
3616,PGC0052702,10,3,irregular
3617,PGC0052712,4,2,spiral
3618,PGC0052713,5,2,spiral
3619,PGC0052732,1,2,spiral
3620,PGC0052735,1,2,spiral
3621,PGC0052741,-1,1,lenticular
3622,PGC0052743,-5,0,elliptical
3623,PGC0052752,-5,0,elliptical
3624,PGC0052754,-5,0,elliptical
3625,PGC0052766,4,2,spiral
3626,PGC0052781,1,2,spiral
3627,PGC0052788,-5,0,elliptical
3628,PGC0052795,8,2,spiral
3629,PGC0052826,5,2,spiral
3630,PGC0052877,3,2,spiral
3631,PGC0052883,-4,0,elliptical
3632,PGC0052901,5,2,spiral
3633,PGC0052908,5,2,spiral
3634,PGC0052912,-2,1,lenticular
3635,PGC0052920,0,2,spiral
3636,PGC0052921,4,2,spiral
3637,PGC0052924,0,2,spiral
3638,PGC0052942,-1,1,lenticular
3639,PGC0052949,7,2,spiral
3640,PGC0052952,9,2,spiral
3641,PGC0052979,4,2,spiral
3642,PGC0052986,1,2,spiral
3643,PGC0052998,6,2,spiral
3644,PGC0053000,-3,1,lenticular
3645,PGC0053010,1,2,spiral
3646,PGC0053043,2,2,spiral
3647,PGC0053067,2,2,spiral
3648,PGC0053073,9,2,spiral
3649,PGC0053083,6,2,spiral
3650,PGC0053089,4,2,spiral
3651,PGC0053094,2,2,spiral
3652,PGC0053178,2,2,spiral
3653,PGC0053201,-1,1,lenticular
3654,PGC0053217,5,2,spiral
3655,PGC0053231,6,2,spiral
3656,PGC0053247,4,2,spiral
3657,PGC0053260,-5,0,elliptical
3658,PGC0053265,-1,1,lenticular
3659,PGC0053268,4,2,spiral
3660,PGC0053278,7,2,spiral
3661,PGC0053307,5,2,spiral
3662,PGC0053313,3,2,spiral
3663,PGC0053317,8,2,spiral
3664,PGC0053332,5,2,spiral
3665,PGC0053335,6,2,spiral
3666,PGC0053350,6,2,spiral
3667,PGC0053376,4,2,spiral
3668,PGC0053379,-5,0,elliptical
3669,PGC0053383,9,2,spiral
3670,PGC0053387,4,2,spiral
3671,PGC0053408,-5,0,elliptical
3672,PGC0053411,4,2,spiral
3673,PGC0053414,9,2,spiral
3674,PGC0053418,-4,0,elliptical
3675,PGC0053419,8,2,spiral
3676,PGC0053424,2,2,spiral
3677,PGC0053428,-1,1,lenticular
3678,PGC0053437,3,2,spiral
3679,PGC0053441,3,2,spiral
3680,PGC0053442,0,2,spiral
3681,PGC0053463,7,2,spiral
3682,PGC0053470,3,2,spiral
3683,PGC0053476,8,2,spiral
3684,PGC0053486,8,2,spiral
3685,PGC0053499,3,2,spiral
3686,PGC0053508,2,2,spiral
3687,PGC0053510,10,3,irregular
3688,PGC0053511,-2,1,lenticular
3689,PGC0053530,-5,0,elliptical
3690,PGC0053556,4,2,spiral
3691,PGC0053557,8,2,spiral
3692,PGC0053561,3,2,spiral
3693,PGC0053563,6,2,spiral
3694,PGC0053578,3,2,spiral
3695,PGC0053597,10,3,irregular
3696,PGC0053616,9,2,spiral
3697,PGC0053622,8,2,spiral
3698,PGC0053631,4,2,spiral
3699,PGC0053643,-5,0,elliptical
3700,PGC0053644,9,2,spiral
3701,PGC0053653,2,2,spiral
3702,PGC0053657,6,2,spiral
3703,PGC0053674,2,2,spiral
3704,PGC0053675,4,2,spiral
3705,PGC0053676,3,2,spiral
3706,PGC0053681,6,2,spiral
3707,PGC0053683,8,2,spiral
3708,PGC0053696,0,2,spiral
3709,PGC0053699,1,2,spiral
3710,PGC0053709,6,2,spiral
3711,PGC0053737,8,2,spiral
3712,PGC0053744,7,2,spiral
3713,PGC0053749,3,2,spiral
3714,PGC0053758,4,2,spiral
3715,PGC0053763,0,2,spiral
3716,PGC0053770,-5,0,elliptical
3717,PGC0053802,7,2,spiral
3718,PGC0053803,2,2,spiral
3719,PGC0053812,4,2,spiral
3720,PGC0053838,4,2,spiral
3721,PGC0053844,7,2,spiral
3722,PGC0053857,3,2,spiral
3723,PGC0053862,-2,1,lenticular
3724,PGC0053865,-2,1,lenticular
3725,PGC0053869,1,2,spiral
3726,PGC0053876,5,2,spiral
3727,PGC0053888,6,2,spiral
3728,PGC0053896,9,2,spiral
3729,PGC0053901,-6,0,elliptical
3730,PGC0053908,0,2,spiral
3731,PGC0053930,-6,0,elliptical
3732,PGC0053932,-5,0,elliptical
3733,PGC0053933,-1,1,lenticular
3734,PGC0053936,4,2,spiral
3735,PGC0053941,-1,1,lenticular
3736,PGC0053943,-1,1,lenticular
3737,PGC0053949,11,4,dwarf_elliptical
3738,PGC0053951,3,2,spiral
3739,PGC0053959,5,2,spiral
3740,PGC0053967,3,2,spiral
3741,PGC0053976,3,2,spiral
3742,PGC0053979,3,2,spiral
3743,PGC0054013,0,2,spiral
3744,PGC0054018,5,2,spiral
3745,PGC0054039,3,2,spiral
3746,PGC0054084,9,2,spiral
3747,PGC0054095,4,2,spiral
3748,PGC0054110,0,2,spiral
3749,PGC0054111,-1,1,lenticular
3750,PGC0054117,3,2,spiral
3751,PGC0054118,-1,1,lenticular
3752,PGC0054119,-2,1,lenticular
3753,PGC0054123,2,2,spiral
3754,PGC0054134,8,2,spiral
3755,PGC0054171,8,2,spiral
3756,PGC0054188,3,2,spiral
3757,PGC0054195,4,2,spiral
3758,PGC0054197,1,2,spiral
3759,PGC0054200,5,2,spiral
3760,PGC0054232,5,2,spiral
3761,PGC0054234,4,2,spiral
3762,PGC0054238,9,2,spiral
3763,PGC0054262,7,2,spiral
3764,PGC0054267,9,2,spiral
3765,PGC0054282,1,2,spiral
3766,PGC0054314,10,3,irregular
3767,PGC0054316,1,2,spiral
3768,PGC0054317,4,2,spiral
3769,PGC0054336,9,2,spiral
3770,PGC0054340,3,2,spiral
3771,PGC0054343,5,2,spiral
3772,PGC0054351,5,2,spiral
3773,PGC0054377,6,2,spiral
3774,PGC0054379,1,2,spiral
3775,PGC0054407,3,2,spiral
3776,PGC0054416,0,2,spiral
3777,PGC0054420,5,2,spiral
3778,PGC0054424,4,2,spiral
3779,PGC0054428,3,2,spiral
3780,PGC0054431,3,2,spiral
3781,PGC0054443,1,2,spiral
3782,PGC0054445,3,2,spiral
3783,PGC0054455,3,2,spiral
3784,PGC0054470,5,2,spiral
3785,PGC0054473,4,2,spiral
3786,PGC0054488,3,2,spiral
3787,PGC0054503,8,2,spiral
3788,PGC0054522,2,2,spiral
3789,PGC0054526,-4,0,elliptical
3790,PGC0054564,8,2,spiral
3791,PGC0054612,4,2,spiral
3792,PGC0054614,4,2,spiral
3793,PGC0054618,3,2,spiral
3794,PGC0054648,8,2,spiral
3795,PGC0054664,1,2,spiral
3796,PGC0054674,8,2,spiral
3797,PGC0054683,8,2,spiral
3798,PGC0054690,4,2,spiral
3799,PGC0054691,9,2,spiral
3800,PGC0054761,4,2,spiral
3801,PGC0054780,4,2,spiral
3802,PGC0054790,0,2,spiral
3803,PGC0054815,2,2,spiral
3804,PGC0054832,5,2,spiral
3805,PGC0054834,6,2,spiral
3806,PGC0054839,-4,0,elliptical
3807,PGC0054849,4,2,spiral
3808,PGC0054885,5,2,spiral
3809,PGC0054895,4,2,spiral
3810,PGC0054909,7,2,spiral
3811,PGC0054911,5,2,spiral
3812,PGC0054976,6,2,spiral
3813,PGC0054979,7,2,spiral
3814,PGC0054980,5,2,spiral
3815,PGC0055047,8,2,spiral
3816,PGC0055065,4,2,spiral
3817,PGC0055066,2,2,spiral
3818,PGC0055069,4,2,spiral
3819,PGC0055076,0,2,spiral
3820,PGC0055078,8,2,spiral
3821,PGC0055080,3,2,spiral
3822,PGC0055095,10,3,irregular
3823,PGC0055097,7,2,spiral
3824,PGC0055104,5,2,spiral
3825,PGC0055132,7,2,spiral
3826,PGC0055229,4,2,spiral
3827,PGC0055242,-1,1,lenticular
3828,PGC0055243,2,2,spiral
3829,PGC0055247,5,2,spiral
3830,PGC0055273,10,3,irregular
3831,PGC0055274,3,2,spiral
3832,PGC0055281,3,2,spiral
3833,PGC0055282,8,2,spiral
3834,PGC0055295,3,2,spiral
3835,PGC0055296,6,2,spiral
3836,PGC0055305,5,2,spiral
3837,PGC0055318,4,2,spiral
